# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
 0|Валик "Нейлон" 180 мм, ворс 12 мм, D 40 мм, с рукояткой 6 мм |501|04-0-400 |139,00|135,00|131,00|520|
 0|Валик "Нейлон" 240 мм, ворс 12 мм, D 40 мм, с рукояткой 6 мм |501|04-0-401 |178,00|173,00|169,00|520|
#1|Валик сменный (мини-ролик)                                   |501|         | 54,00| 52,00| 49,00|520|norow|| "Нейлон", ворс 5 мм, D 40 мм, под рук. 6 мм <span class="art">арт. 06-0-604</span>|<span class="for">Для внутренних и наружных работ</span></p><UL><LI>Применяется для работы со всеми типами ЛКМ на гладких и шероховатых поверхностях.<LI>Нейлон на тканевой основе (распушенная нить).<LI>Шубка зафиксирована на пластиковом корпусе термически.<LI>Под рукоятку с бюгелем посадочного диаметра <b>6 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/06-0-604.jpg|/img/pic/shmal/big/06-0-604.jpg
#0|Валик сменный "Нейлон",          100 мм, ворс 5 мм, D 15/6 мм|501|06-0-604 | 47,00| 45,00| 43,00|520|
#0|Валик сменный "Нейлон" Pro Line, 180 мм, ворс 9 мм, D 40/6 мм|501|81339    |159,00|155,00|151,00|520|
#0|Валик сменный "Нейлон" Pro Line, 250 мм, ворс 9 мм, D 40/6 мм|501|81340    |195,00|191,00|188,00|520|
 1|Рукоятки для валиков с усиленным бюгелем                   |501|multicopy282  |45,00|42,00|40,00|520|norow|| посадочного диаметра&nbsp;8&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/07-0-018.jpg|/img/pic/shmal/big/07-0-018.jpg
 0|Рукоятка на 180 мм, &empty; 8 мм оцинкованная,   HOBBI     |501|07-0-180      |72,00|70,00|69,00|520|
 0|Рукоятка на 250 мм, &empty; 8 мм оцинкованная,   HOBBI     |501|07-0-250      |79,00|77,00|75,00|520|
 1|Рукоятки для валиков (бюгели)                              |501|              |32,00|31,00|29,00|520|norow|| посадочного диаметра&nbsp;6&nbsp;мм, MATRIX|</span></p><UL><LI>Стержень рукоятки оцинкован для защиты от коррозии.<LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81215.jpg|/img/pic/shmal/big/81215.jpg
 0|Рукоятка на 180 мм, &empty; 6 мм оцинкованная,   MATRIX    |501|81215         |59,00|57,00|55,00|520|
 0|Рукоятка на 250 мм, &empty; 6 мм оцинкованная,   MATRIX    |501|81217         |67,00|65,00|63,00|520|
 1|Рукоятки (бюгели) для мини- и миди-валиков                 |501|              |23,00|22,00|21,00|520|norow|| посадочного диаметра&nbsp;6&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка из ударопрочной пластмассы, с отверстием для подвешивания, имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81211.jpg|/img/pic/shmal/big/81211.jpg
 0|Рукоятка на 50 - 70 мм, &empty; 6 мм никелированная, HOBBI |501|07-1-050      |31,00|30,00|29,00|520|
 0|Рукоятка на 100 - 150 мм, &empty; 6 мм, оцинкованная, HOBBI|501|07-1-090      |34,00|33,00|32,00|520|
 0|Рукоятка на 100-150мм удлинённая, &empty; 6 мм, цинк, HOBBI|501|07-1-091      |39,00|37,00|36,00|520|

# 428,cat428 -># 530,cat530|Валики СТРУКТУРНЫЕ !Для декоративных покрытий
 1|Валики структурные шероховатые          с рукояткой|428|04-1-        |148,00|144,00|141,00|530|norow||, <nobr>&empty; 30 мм, толщина пены 25 мм</nobr> "Мольтопрен"|</span><span class="for">Для структурирования поверхностей при работе с <b>ЛКМ на водной и масляной основе</b></span></p><UL><LI>Материал: <b>Полиуретан вспененый</b> с рельефом "Шероховатый".<LI>Диаметр корпуса <b>30 мм</b>.<LI>Толщина пены <b>25 мм</b>.<LI>Обрабатываемые поверхности: <b>гладкие</b>.</UL><p><span class="addt">||/img/pic/shmal/small/04-1-011.jpg|/img/pic/shmal/big/04-1-011.jpg
 0|Валик структурный шероховатый 180 мм    с рукояткой|428|04-1-010     |194,00|191,00|187,00|530
 0|Валик структурный шероховатый 240 мм    с рукояткой|428|04-1-011     |212,00|205,00|198,00|530
 1|Валики структурные горошек              с рукояткой|428|             |158,00|154,00|151,00|530|norow||, <nobr>&empty; 30 мм, толщина пены 25 мм</nobr> "Мольтопрен"|</span><span class="for">Для структурирования поверхностей при работе с <b>ЛКМ на водной и масляной основе</b></span></p><UL><LI>Материал: <b>Полиуретан вспененый</b> с рельефом "Горошек".<LI>Диаметр корпуса <b>30 мм</b>.<LI>Толщина пены <b>25 мм</b>.<LI>Обрабатываемые поверхности: <b>гладкие</b>.</UL><p><span class="addt">||/img/pic/shmal/small/04-1-013.jpg|/img/pic/shmal/big/04-1-013.jpg
 0|Валик структурный горошек     180 мм    с рукояткой|428|04-1-012     |198,00|195,00|191,00|530
 0|Валик структурный горошек     240 мм    с рукояткой|428|04-1-013     |228,00|222,00|215,00|530
#1|Валик структурный гладкий     SiB 180 мм с ручкой  |428|80233        | 75,00| 72,00| 70,00|530|norow ltd one|Валики структурные поролоновые| SiB|Структурные (фактурные) валики используются для декорирования поверхности путем создания шероховатости или 3d узора на штукатурке, краске, жидких обоях и т.п.<br>На гладкий валик можно самостоятельно нанести свой узор, вырезав его на поверхности валика или просто перевязав валик в нескольких местах нитью.||/img/pic/shmal/small/VALIK GOROSHEK.jpg|/img/pic/shmal/big/VALIK GOROSHEK.jpg
#0|Валик структурный гладкий     SiB 180 мм с ручкой  |428|80233        |160,45|161,92|118,71|530
#0|Валик структурный гладкий     SiB 240 мм с ручкой  |428|80234        |108,00|108,00|108,00|530
#0|Валик структурный шероховатый SiB 180 мм с ручкой  |428|80235        | 93,00| 93,00| 93,00|530
#0|Валик структурный шероховатый SiB 240 мм с ручкой  |428|80236        |108,00|108,00|108,00|530
#0|Валик структурный горошек     SiB 180 мм с ручкой  |428|80237        |108,00|108,00|108,00|530
